athleteId,schoolYear,sport,grade,nRaces,best800,best1500,best3000,best5000,bestAny
2928632,2011,tfo,9,3,,,,,14.46
2928678,2011,tfo,10,3,,301.14,644.7,,60.7
2928678,2012,xc,11,9,,,,1117.3,736
2928678,2013,xc,12,8,,,,1136,748
2928683,2011,tfo,10,2,189.67,,,,79
2928689,2011,tfo,10,1,,,,,13.72
2928689,2012,tfo,11,1,,,,,26.25
2928704,2011,tfo,10,1,,,,,15.31
2928715,2011,tfo,10,2,173.3,,,,79.9
2928720,2011,tfo,10,3,188.6,378.53,,,86.9
2928730,2011,tfo,10,1,,,,,12
2928790,2011,tfo,11,1,,,,,13.39
2928816,2011,tfo,11,2,,,,,14.27
2928816,2012,tfo,12,2,,,,,13.54
2928819,2011,tfo,11,1,,,,,14.73
2928841,2011,tfo,12,2,,,,,60.05
2928847,2011,tfo,12,4,150.74,294.75,651.27,,60.1
2934309,2011,tfo,12,3,146.81,308.23,,,60.4
2934311,2011,tfo,12,2,,,,,12.5
2934376,2011,tfo,9,3,148.63,308.13,,,61
2934376,2012,xc,10,9,,,,1197,807
2934376,2012,tfo,10,4,143.1,303.49,682.5,,65.1
2934376,2013,xc,11,9,,,,1123,783
2934376,2013,tfo,11,3,132.9,293.78,,,59.2
2934376,2014,xc,12,8,,,,1158,774
2940137,2011,tfo,11,2,,,,,12.99
2940138,2011,tfo,10,5,130.86,282.85,,,25.69
2940138,2012,tfo,11,3,132.7,,,,52.1
2940138,2013,tfo,12,3,131.04,,,,50.5
2940140,2011,tfo,9,3,,,,,28.4
2945137,2011,tfo,11,1,,,,,15.86
2945137,2012,tfo,12,2,,,,,15.83
2945282,2011,tfo,10,4,,,,,12.23
2945282,2012,tfo,11,3,,,,,23.75
2945282,2013,tfo,12,3,,,,,11.6
2949951,2011,tfo,11,3,156.85,332.87,,,70.1
2949951,2012,xc,12,9,,,800.6,1252,557
2965044,2011,tfo,10,2,,,,,13.9
2965044,2013,xc,12,8,,,,1356,907
2965119,2011,tfo,11,2,,,,,13.63
2965119,2012,tfo,12,2,,,,,13.15
2965215,2011,tfo,11,2,,344.81,,,69.1
2965215,2012,tfo,12,2,,,,,60.2
2984256,2011,tfo,10,1,144.9,,,,144.9
3385511,2018,xc,9,9,,,740.3,1154.8,740.3
3385511,2018,tfo,9,2,142.92,294.54,,,142.92
3385511,2019,xc,10,8,,,,1141.7,1092
3385511,2019,tfo,10,1,,313.1,,,313.1
3385511,2020,xc,11,7,,,717.5,1135.7,717.5
3570783,2012,xc,9,9,,,811.9,1274,549
3570783,2012,tfo,9,4,167.8,326.22,715.3,,79
3570783,2013,xc,10,9,,,,1254,864
3570783,2013,tfo,10,4,169.7,324.43,706.8,,66
3570783,2014,xc,11,10,,,,1213.6,826
3570783,2014,tfo,11,4,163.52,327.67,680.59,,66
3570783,2015,xc,12,8,,,765,1229.3,765
3570783,2015,tfo,12,2,,328.6,712.9,,328.6
3570786,2012,xc,9,9,,,,1135,461
3570786,2013,xc,10,9,,,,1086,770
3570786,2013,tfo,10,3,,274.08,610.95,,58.1
3570786,2014,xc,11,10,,,,1115.3,740
3570788,2012,xc,9,8,,,,1115.6,756
3570788,2013,xc,10,10,,,,1060,723
3570788,2014,xc,11,10,,,,1050.5,716
3570788,2015,xc,12,9,,,,1035.8,1035.8
3570790,2012,xc,9,9,,,,1127,455
3570790,2013,xc,10,9,,,,1082.2,738
3570793,2012,xc,9,8,,,,1246.5,494
3570793,2012,tfo,9,3,155.1,319.46,,,66.1
3570793,2013,xc,10,9,,,,1242,881
3570793,2013,tfo,10,3,152.7,306.4,,,67
3570793,2014,xc,11,9,,,,1257.3,872
3570793,2014,tfo,11,4,154.67,306.9,664.98,,59
3570793,2015,xc,12,8,,,,1115,1115
3570793,2015,tfo,12,2,,306.6,662.1,,306.6
3570795,2012,xc,9,10,,,,1085,757
3570795,2013,xc,10,9,,,,1112,734
3570801,2012,xc,9,4,,,,1076.8,770
3570801,2012,tfo,9,2,,297.57,604.6,,297.57
3570801,2013,xc,10,10,,,,1038,748
3570801,2014,xc,11,8,,,,1066.5,730
3570802,2012,xc,9,10,,,,1039,453
3570802,2013,xc,10,10,,,,992,710
3570802,2013,tfo,10,3,,250.3,545.16,,55.1
3570802,2014,xc,11,11,,,,965.6,683
3570802,2014,tfo,11,4,123.45,251.2,541.7,,53.2
3570802,2015,xc,12,9,,,,987.6,987.6
3570802,2015,tfo,12,4,117.87,261.53,556.9,,51.7
3570810,2012,xc,9,8,,,949.8,1521,645
3570829,2012,xc,11,9,,,,1117,446
3570829,2012,tfo,11,3,143.4,298.41,,,64.3
3570865,2012,xc,11,6,,,,1385,894
3570882,2012,xc,10,8,,,790.3,1252,561
3570882,2012,tfo,10,4,156,324.2,811.18,,67
3570882,2013,xc,11,2,,,,,896
3570887,2012,xc,9,9,,,,1181,472
3570887,2013,xc,10,6,,,,1142,885
3570887,2014,xc,11,10,,,,1051.9,738
3570892,2012,xc,9,8,,,,1224,478
3570892,2013,xc,10,9,,,,1236.6,858
3570892,2014,xc,11,10,,,,1254.2,884
3570896,2012,xc,11,8,,,,1377,579
3570896,2012,tfo,11,4,181.9,358.9,,,79.8
3570896,2013,xc,12,8,,,,1392.1,987
3570941,2012,xc,9,8,,,1049.4,1560,693
3570941,2012,tfo,9,4,188.86,,899.91,,82
3570941,2013,xc,10,9,,,,1488,1002
3570941,2014,xc,11,10,,,,1422,998
3570941,2015,xc,12,7,,,851,1453,851
3570993,2012,xc,11,6,,,,1302,910
3575420,2012,xc,9,9,,,,1180,488
3575420,2013,xc,10,8,,,,1206,864
3587627,2012,xc,9,6,,,838.7,1304,564
3613579,2012,xc,11,7,,,871.1,1410,600
3933725,2012,tfo,9,4,133.9,280.5,632.44,,56.2
3933725,2013,tfo,10,3,122.37,277.7,,,52.5
3933725,2014,tfo,11,4,124.5,,,,24.22
3933725,2015,tfo,12,3,,,,,23.88
3933735,2012,tfo,9,4,,,,,13.86
3933735,2013,tfo,10,3,,,,,27.78
3933735,2014,tfo,11,4,,,,,13.44
3933735,2015,tfo,12,3,,,,,27.76
3933748,2012,tfo,9,2,,,,,15.28
3933748,2013,tfo,10,2,,,,,15.38
3933748,2014,tfo,11,2,,,,,14.05
3933748,2015,tfo,12,3,,,,,14.48
3933757,2015,tfo,12,2,,,,,29.52
3933775,2012,tfo,9,2,,,,,13.53
3933775,2013,tfo,10,2,,,,,13.37
3933784,2012,tfo,9,3,,283.29,629.6,,60
3933784,2013,tfo,10,4,140.16,275.94,609.2,,59
3933855,2012,tfo,10,3,154.1,303.27,,,66.8
3933855,2013,xc,11,9,,,,1210,806
3933855,2013,tfo,11,3,141.68,298.5,,,59.1
3933855,2014,xc,12,10,,,,1314,863
3933862,2012,tfo,10,1,,,,,12.07
3938096,2012,tfo,12,3,,,,,12.07
3938101,2012,tfo,12,2,216.25,,,,112.1
3944341,2012,tfo,9,3,,,,,12.17
3944341,2013,tfo,10,1,,,,,24.51
3944341,2014,tfo,11,1,,,,,12.84
3944341,2015,tfo,12,1,,,,,11.72
3944638,2012,tfo,11,2,,,,,19.11
3946279,2012,tfo,10,1,,,,,13.97
3952404,2012,tfo,9,3,,,,,13.48
3952404,2013,tfo,10,2,,,,,13.18
3952404,2014,tfo,11,3,,,,,13.22
3952406,2012,tfo,9,1,,,,,16.44
3971149,2012,tfo,11,1,,,,,31.64
3971217,2012,tfo,9,3,,305.5,739.13,,62
3971217,2013,xc,10,9,,,,1196,819
3971217,2013,tfo,10,3,151.38,313.26,,,68.9
3971217,2014,xc,11,8,,,,1254,845
3981522,2012,tfo,12,2,,,,,13.32
3991389,2012,tfo,9,5,146.13,302.25,772.23,,13.66
3991389,2013,xc,10,4,,,,1215.9,1215.9
3991389,2013,tfo,10,3,131.45,288.95,,,56.2
3991389,2014,xc,11,5,,,,1116.1,1116.1
3991395,2013,tfo,12,1,,,,,12.55
4056235,2012,tfo,9,2,,,,,12.4
4076486,2012,tfo,12,1,,,,,71.74
4161976,2012,tfo,9,2,,,,,14.7
4161976,2013,xc,10,4,,,880,1576,880
4161976,2013,tfo,10,1,,,,,15.37
4161976,2014,tfo,11,3,177.87,396.19,,,78
4161976,2015,tfo,12,2,180.52,371.6,,,180.52
4185959,2012,tfo,9,4,,,,,12.65
4185959,2013,tfo,10,5,152.85,,,,12.74
4657458,2013,xc,9,9,,,815,1331,815
4657458,2014,xc,10,6,,,,1394.1,917
4657460,2013,xc,12,9,,,803,1339,803
4657461,2013,xc,9,9,,,,1093,742
4657461,2014,xc,10,9,,,,1102.3,744
4657461,2014,tfo,10,3,139.7,298.75,,,61.1
4657461,2015,xc,11,4,,,,1167.2,1167.2
4657461,2015,tfo,11,3,131.5,302.56,,,61.7
4657461,2016,tfo,12,3,126.69,,,,57
4657462,2013,xc,10,7,,,696,1168,696
4657463,2013,xc,9,10,,,,1066.1,711
4657463,2013,tfo,9,4,134.6,287.8,,,55.05
4657463,2014,xc,10,10,,,,1048,698
4657463,2014,tfo,10,3,,,,,24.47
4657463,2015,tfo,11,3,,,,,24.5
4657463,2016,tfo,12,6,,,,,11.94
4657464,2013,xc,9,9,,,,1118,770
4657464,2013,tfo,9,3,,279.8,592.26,,60
4657464,2014,xc,10,8,,,,1078.4,767
4657464,2014,tfo,10,2,,296.67,610.8,,296.67
4657464,2015,xc,11,8,,,668,1071.3,668
4657464,2015,tfo,11,3,,270.02,593.55,,66.1
4657464,2016,xc,12,9,,,,1065.1,1065.1
4657464,2016,tfo,12,3,,276.66,609.4,,276.66
4657465,2013,xc,9,9,,,789,1297.1,789
4657465,2013,tfo,9,4,151.9,306.66,685,,64
4657465,2014,xc,10,10,,,,1277,838
4657465,2014,tfo,10,4,159.16,330.6,702.83,,64
4657465,2015,xc,11,8,,,,1242.6,1242.6
4657465,2015,tfo,11,2,,294.2,644.62,,294.2
4657465,2016,xc,12,8,,,,1199.3,1199.3
4657466,2013,xc,9,8,,,806,1334,806
4657466,2014,xc,10,9,,,,1295.7,865
4657466,2015,xc,11,2,,,,1370,1370
4657477,2013,xc,9,9,,,,1333,916
4657477,2013,tfo,9,5,163.44,327.8,720.3,,67.3
4657477,2014,xc,10,10,,,,1308.5,926
4657477,2014,tfo,10,3,,323.37,711.81,,71
4657484,2013,xc,12,8,,,,1459.3,1002
4657485,2013,xc,10,7,,,881,1491,881
4657485,2014,xc,11,10,,,,1486.2,1041
4657485,2015,xc,12,6,,,879,1422,879
4657486,2013,xc,10,9,,,934,1562,934
4657486,2014,xc,11,10,,,,1412,937
4657486,2015,xc,12,2,,,,1587.9,1587.9
4662470,2013,xc,9,8,,,964,1473,964
4662470,2013,tfo,9,4,185.96,333.3,753.9,,79.8
4662470,2014,xc,10,10,,,,1279.1,986
4662470,2014,tfo,10,3,,329.74,782.47,,71.2
4662470,2015,xc,11,7,,,,1354.4,1354.4
4662470,2015,tfo,11,2,174.84,350.3,,,174.84
4662470,2016,xc,12,9,,,,1439.6,1439.6
4672735,2013,xc,9,7,,,890,1367.4,890
4672735,2014,xc,10,6,,,,1462,1095
4672735,2015,xc,11,6,,,912,1359,912
4672735,2015,tfo,11,7,150.7,339.2,620.6,,14.77
4672735,2016,xc,12,4,,,857,1538.7,857
4683857,2010,tfo,9,3,170.7,356.2,,,80.4
4744651,2013,xc,10,7,,,716,1204.6,716
4744651,2014,xc,11,7,,,,1111.6,744
5154919,2013,tfo,9,1,,,,,14.77
5154919,2014,tfo,10,4,,,,,15.65
5154924,2013,tfo,9,2,,,,,13.59
5154934,2013,tfo,9,1,,,,,13.09
5154939,2013,tfo,9,4,140.44,286.8,624,,60.1
5154943,2015,tfo,11,1,,,,,13.28
5154943,2016,tfo,12,1,,,,,8.14
5154962,2013,tfo,9,3,142.65,307.28,,,63
5154976,2013,tfo,9,2,,,,,14.53
5154981,2013,tfo,9,1,,,,,12.87
5154981,2015,tfo,11,3,,,,,12.73
5154988,2013,tfo,9,3,135.24,280.38,,,60.4
5154988,2014,tfo,10,3,130.95,280.6,,,57.5
5154988,2015,tfo,11,3,129.6,285.3,,,58.4
5154988,2016,tfo,12,1,132.3,,,,132.3
5154992,2013,tfo,9,2,,,,,12.49
5154992,2014,tfo,10,3,,,,,12.42
5154992,2015,tfo,11,2,,,,,11.82
5154997,2013,tfo,9,2,,,,,12.47
5155005,2014,tfo,10,1,,,,,14.33
5155005,2015,tfo,11,1,,,,,14.43
5155013,2013,tfo,9,2,,,,,15.12
5155013,2014,tfo,10,4,,,,,15.9
5155018,2013,tfo,9,2,,,,,27.61
5155018,2014,tfo,10,3,,,,,13.54
5155018,2015,tfo,11,2,,,,,12.9
5155018,2016,tfo,12,3,,,,,8.54
5155021,2013,tfo,9,1,,,,,12.27
5155021,2014,tfo,10,3,,,,,11.82
5155021,2015,tfo,11,2,,,,,11.87
5155021,2016,tfo,12,2,,,,,7.64
5155024,2013,tfo,9,3,163.56,332.7,,,73.9
5155024,2014,tfo,10,3,163.5,343.28,,,76
5155024,2015,tfo,11,4,172.35,,,,35.07
5155024,2016,tfo,12,3,180.66,393.3,,,180.66
5155028,2013,tfo,9,1,,,,,14.56
5155028,2016,tfo,12,1,,,,,10.34
5155031,2015,tfo,11,2,,,,,14.76
5155031,2016,tfo,12,1,,,,,16.93
5155035,2013,tfo,9,2,,,,,13.39
5155035,2014,tfo,10,4,,,,,12.55
5155035,2015,tfo,11,3,,,,,24.92
5155035,2016,tfo,12,4,,,,,19.34
5155040,2013,tfo,9,2,,,,,13.86
5155044,2013,tfo,9,3,,,,,13.16
5155044,2014,tfo,10,4,134.74,,,,26.14
5155044,2015,tfo,11,3,131.3,323.51,,,60.9
5161288,2013,tfo,9,1,,,,,13.08
5161293,2015,tfo,12,1,,367.3,,,367.3
5161297,2014,tfo,11,1,,,,,69.6
5161299,2013,tfo,10,4,,,,,12.37
5161299,2014,tfo,11,3,,,,,11.81
5161301,2013,tfo,10,4,177.8,364.6,818.5,,78
5161301,2014,xc,11,9,,,,1505,965
5161301,2015,xc,12,3,,,872,1576,872
5161305,2013,tfo,10,3,,,,,12.9
5161306,2014,tfo,11,2,,,,,73.53
5161309,2013,tfo,10,2,,,,,14.47
5161309,2014,tfo,11,2,,,,,14.78
5161309,2015,tfo,12,2,,,,,14.78
5161323,2014,tfo,12,2,,,,,12.29
5161324,2013,tfo,11,1,,,,,12.35
5161328,2013,tfo,11,1,,,,,12.25
5161332,2013,tfo,11,2,,,,,12.61
5161352,2013,tfo,12,1,,,,,13.64
5165320,2013,tfo,9,2,,,,,13.56
5166224,2013,tfo,10,3,,,,,12.82
5166224,2014,tfo,11,2,,,,,12.64
5166225,2013,tfo,9,1,,,,,15.01
5182715,2013,tfo,10,2,,,,,12.45
5182715,2014,tfo,11,3,,,,,11.61
5182715,2015,tfo,12,2,,,,,11.64
5182717,2013,tfo,12,2,,,,,15.66
5182730,2013,tfo,9,3,149.82,331.94,,,65.1
5182730,2014,tfo,10,3,,,,,13.23
5182730,2015,tfo,11,3,,,,,13.53
5182730,2016,tfo,12,6,,,,,8.74
5182732,2013,tfo,9,1,,,,,15.38
5182735,2013,tfo,9,2,,,,,67.3
5182743,2013,tfo,11,2,,,,,11.73
5683202,2016,tfo,9,4,,,,,8.24
5683202,2017,tfo,10,1,,,,,63.3
5699195,2011,tfo,,3,,,,,18.48
5837368,2014,xc,9,9,,,,1185,780
5837368,2014,tfo,9,3,140.5,286.26,,,61.1
5837368,2015,tfo,10,2,,282.7,700.3,,282.7
5837368,2016,tfo,11,3,127.4,271.1,,,55.4
5837368,2017,xc,12,8,,,,1079.5,1079.5
5837371,2014,xc,11,10,,,,1266.5,890
5837371,2015,xc,12,7,,,764,1254.5,764
5837374,2014,xc,10,8,,,858,1421.5,858
5837376,2014,xc,9,8,,,,1149.8,780
5837376,2015,xc,10,8,,,668,1117,668
5837378,2014,xc,9,9,,,808,1249.6,808
5837378,2015,xc,10,7,,,,1177.4,1177.4
5837378,2015,tfo,10,2,,294.6,634.3,,294.6
5837378,2016,xc,11,7,,,,1081.2,1081.2
5837378,2016,tfo,11,4,133.7,263,595.4,,133.7
5837378,2017,xc,12,8,,,,1040.1,1040.1
5837378,2017,tfo,12,4,124.66,270.1,597.3,,56.9
5837381,2014,xc,9,8,,,,1318.1,964
5837382,2014,xc,9,10,,,,1177.4,790
5837382,2015,xc,10,7,,,741,1180.5,741
5837387,2014,xc,9,10,,,,1231.9,809
5837387,2015,xc,10,3,,,,1326,1326
5837388,2014,xc,9,10,,,,1232.1,820
5837388,2014,tfo,9,4,143.14,301.2,657,,62
5837388,2015,xc,10,6,,,,1203.1,1203.1
5837388,2015,tfo,10,3,,309.04,708.6,,73.3
5837388,2016,xc,11,6,,,740,1267.2,740
5837388,2016,tfo,11,2,,325.1,765.6,,325.1
5837391,2014,xc,9,8,,,,1188.6,810
5837391,2014,tfo,9,1,,308.4,,,308.4
5837391,2015,xc,10,7,,,,1104.3,1104.3
5837391,2015,tfo,10,2,,280.92,597.99,,280.92
5837391,2016,xc,11,6,,,,1105,1105
5837391,2016,tfo,11,4,133.3,279.69,617.6,,133.3
5837391,2017,xc,12,6,,,,1145,1145
5837392,2014,xc,10,9,,,,1457.3,1026
5837393,2014,xc,9,9,,,,1224.4,904
5837393,2014,tfo,9,4,155,311.85,700.3,,66.4
5837393,2015,xc,10,7,,,,1177.2,1177.2
5837393,2015,tfo,10,4,141.24,286.38,664.9,,63.8
5837393,2016,xc,11,11,,,,1098.5,1098.5
5837393,2016,tfo,11,5,141.56,283.38,620.63,,62.6
5837393,2017,xc,12,12,,,,1076.7,1076.7
5837393,2017,tfo,12,4,142.16,281.16,610.63,,62.4
5837394,2014,xc,9,10,,,906,1438.9,906
5837394,2015,xc,10,6,,,,1499.9,1499.9
5837394,2016,xc,11,8,,,,1482.2,1482.2
5837394,2016,tfo,11,2,179.1,,,,76.34
5837398,2014,xc,11,8,,,,1278.6,903
5837399,2014,xc,9,8,,,,1569,956
5837399,2014,tfo,9,4,181.82,352.17,784.4,,78.8
5837399,2015,xc,10,7,,,,1324,1324
5837399,2015,tfo,10,3,164.2,336.8,711.1,,164.2
5837399,2016,xc,11,10,,,,1281.7,1281.7
5837399,2016,tfo,11,4,162.73,340.8,771.9,,162.73
5837399,2017,xc,12,11,,,,1251.5,1251.5
5837399,2017,tfo,12,3,164.3,327.3,728.88,,164.3
5837400,2014,xc,12,9,,,,1311.5,887
5837402,2014,xc,9,8,,,888,1465.4,888
5837402,2014,tfo,9,3,,,,,14.19
5837402,2015,xc,10,8,,,857,1455.4,857
5837402,2016,xc,11,9,,,,1482.3,1482.3
5837403,2014,xc,12,4,,,1072,1870,1072
5837404,2014,xc,9,10,,,,1289,982
5837404,2014,tfo,9,3,,357.8,751.7,,77.5
5837404,2015,xc,10,8,,,,1286.2,1286.2
5837404,2015,tfo,10,3,165.62,331.9,730.03,,165.62
5837404,2016,xc,11,10,,,,1267.3,1267.3
5837404,2016,tfo,11,4,162.8,325.17,707.3,,162.8
5837404,2017,xc,12,12,,,,1232,1232
5837404,2017,tfo,12,3,168.77,346.7,760,,168.77
5837405,2014,xc,12,10,,,,1490.3,998
5837408,2014,xc,9,10,,,1003,1588.5,1003
5837408,2014,tfo,9,3,194.04,398.07,,,96
5837408,2015,xc,10,6,,,964,1622,964
5837408,2015,tfo,10,2,193.7,382.9,,,193.7
5837408,2016,xc,11,9,,,,1490.6,1490.6
5837408,2016,tfo,11,3,,387.8,825.65,,387.8
5837408,2017,xc,12,8,,,,1531.6,1531.6
5837408,2017,tfo,12,3,192.71,384.97,855.12,,192.71
5840078,2014,xc,12,10,,,,1539.1,1117
5843825,2014,xc,9,10,,,856,1434.9,856
5843825,2014,tfo,9,4,170.79,357.87,859.81,,77.1
5843825,2015,xc,10,7,,,853,1478.3,853
5843825,2016,xc,11,7,,,,1543.8,1543.8
5917794,2014,xc,11,7,,,1117,1727.5,1117
5995071,2020,xc,12,9,,,637.7,1072.8,637.7
5995090,2018,xc,10,7,,,,1457,1457
5995090,2019,xc,11,5,,,,1367,1310.8
5995090,2020,xc,12,6,,,,1365,1365
6424758,2014,tfo,12,4,140.94,282.57,647.38,,64
6424761,2014,tfo,12,2,,,,,13.35
6424767,2014,tfo,12,3,,,,,11.74
6424798,2014,tfo,11,3,,,,,12.86
6424802,2014,tfo,11,2,,,,,13.17
6424805,2014,tfo,11,2,,,,,13.24
6424809,2014,tfo,11,1,,,,,15.58
6424819,2014,tfo,10,2,,,,,11.94
6424819,2015,tfo,11,1,,,,,12.17
6424821,2014,tfo,10,2,161.71,,,,71
6424821,2015,tfo,11,3,160.3,,,,69.6
6424821,2016,tfo,12,3,155.41,356.6,,,155.41
6424823,2014,tfo,10,2,,,,,12.34
6424826,2014,tfo,10,2,,,,,17.06
6424826,2015,tfo,11,2,,,,,17.54
6424826,2016,tfo,12,2,,,,,17.19
6424831,2014,tfo,10,2,,,,,12.07
6424836,2014,tfo,10,3,,,,,25.87
6424836,2015,tfo,11,3,,,,,25.31
6424836,2016,tfo,12,5,,,,,19.74
6424841,2014,tfo,10,3,,,,,14.81
6424845,2014,tfo,10,2,,,,,16.3
6424848,2014,tfo,10,4,,,,,12.91
6424850,2014,tfo,10,4,,,,,14.73
6424857,2014,tfo,10,2,,,,,12.84
6424861,2014,tfo,10,2,,,,,12.88
6424875,2014,tfo,10,2,,,,,15.84
6424883,2014,tfo,10,3,164.67,372.48,,,71
6424883,2015,tfo,11,4,169.64,,,,28.8
6424883,2016,tfo,12,5,,,,,21.74
6424897,2014,tfo,10,4,,,,,12.89
6424897,2015,tfo,11,3,,,,,12.97
6424903,2014,tfo,10,1,,,,,14.33
6424907,2014,tfo,10,3,,,,,12.13
6424907,2015,tfo,11,1,,,,,13.24
6424923,2014,tfo,10,3,,,,,14.29
6424936,2014,tfo,9,2,,,,,13
6424936,2015,tfo,10,2,,,,,13.15
6424936,2016,tfo,11,2,,,,,12.95
6424936,2017,tfo,12,2,,,,,13.25
6424940,2014,tfo,9,2,,,,,12.44
6424942,2014,tfo,9,2,,,,,13.73
6424942,2015,tfo,10,2,,,,,13.99
6424942,2017,tfo,12,2,,,,,14.06
6424943,2014,tfo,9,4,,,,,15.12
6424943,2015,tfo,10,1,,,,,15.78
6424950,2014,tfo,9,3,,,,,13.49
6424950,2015,tfo,10,2,,,,,13.87
6424950,2016,xc,11,8,,,960,1648.3,960
6424950,2016,tfo,11,3,,,,,8.94
6424954,2014,tfo,9,1,,,,,14.48
6424954,2015,tfo,10,1,,,,,15.39
6424954,2016,tfo,11,2,,,,,9.84
6424954,2017,tfo,12,1,,,,,15.63
6424964,2014,tfo,9,1,,,,,15.84
6424964,2015,tfo,10,1,,,,,15.88
6424968,2014,tfo,9,3,128.91,294.99,,,57.5
6424968,2015,tfo,10,2,136.07,266.4,,,136.07
6424968,2016,tfo,11,2,129.8,265.32,,,129.8
6424974,2015,tfo,10,2,,,,,13.28
6424974,2016,tfo,11,1,,,,,8.84
6424985,2014,tfo,9,3,,,,,15.21
6424985,2015,tfo,10,1,,,,,15.68
6424985,2016,tfo,11,2,,,,,16.02
6424989,2014,tfo,9,3,127.82,299.85,,,58
6424989,2015,xc,10,7,,,677,1089,677
6424989,2015,tfo,10,4,124.5,,,,25.52
6424989,2016,xc,11,8,,,,1048,1048
6424989,2016,tfo,11,6,120.94,,,,17.34
6424989,2017,xc,12,9,,,,1014,1014
6424989,2017,tfo,12,3,122.21,,,,52.5
6424993,2016,tfo,11,1,,,,,10.04
6424997,2014,tfo,9,3,203.38,418.97,,,89
6424997,2015,xc,10,4,,,,1686.9,1686.9
6424997,2015,tfo,10,2,203.18,410.41,,,203.18
6424997,2016,tfo,11,4,212.2,429.7,909.5,,212.2
6424997,2017,xc,12,7,,,1065.4,1688.6,1065.4
6424999,2014,tfo,9,2,,,,,12.43
6425001,2014,tfo,9,3,,,,,12.3
6425001,2015,tfo,10,2,,,,,11.88
6425001,2016,tfo,11,4,,,,,7.64
6425001,2017,tfo,12,3,,,,,11.65
6425003,2015,tfo,10,2,,,,,13.73
6425003,2016,tfo,11,2,,,,,9.74
6434040,2014,tfo,9,2,,,,,11.84
6434040,2015,tfo,10,3,,,,,12.49
6434041,2014,tfo,9,3,,,,,14.06
6434041,2017,tfo,12,2,,,,,14.76
6434046,2014,tfo,9,1,,,,,13.74
6434048,2014,tfo,9,2,,,,,15.34
6434057,2014,tfo,10,3,185.37,384.86,,,78
6434059,2014,tfo,10,3,,,,,14.25
6434071,2014,tfo,11,2,166.9,,,,71.4
6434071,2015,tfo,12,1,,,,,73.86
6436425,2014,tfo,10,3,,,,,12.81
6441719,2014,tfo,10,3,,,,,12.46
6453441,2014,tfo,10,1,,,,,72
6453441,2015,tfo,11,2,,,,,30.89
6453441,2016,tfo,12,2,,,,,24.34
6453446,2014,tfo,9,3,,,,,15.34
6453448,2014,tfo,9,4,,,,,13.54
6453448,2015,tfo,10,3,,,,,24.91
6453448,2016,tfo,11,5,,,,,18.94
6453448,2017,tfo,12,3,,,,,23.85
6524073,2014,tfo,10,2,,,,,12.74
6545500,2014,tfo,11,1,,,,,13.8
6545500,2015,tfo,12,1,,,,,27.33
6548656,2014,tfo,9,3,158.03,317.76,,,69
6548656,2015,tfo,10,3,148,300.5,,,65.4
6592523,2014,tfo,10,4,,,,,38.3
6592523,2015,tfo,11,2,,,,,45
6630032,2014,tfo,11,2,,,,,13.29
6630037,2014,tfo,11,1,,,,,13.39
7305962,2015,xc,9,7,,,930,1433.5,930
7305962,2015,tfo,9,2,,368,808.87,,368
7305962,2016,xc,10,7,,,,1391.9,1391.9
7305962,2016,tfo,10,4,172.2,338.9,720.86,,172.2
7305962,2017,xc,11,9,,,,1255.1,1255.1
7305962,2017,tfo,11,3,171.02,325.09,703.23,,171.02
7305962,2018,xc,12,7,,,,1315,1315
7305962,2018,tfo,12,1,,355.83,,,355.83
7305964,2015,xc,10,7,,,963,1675.8,963
7305964,2017,xc,12,8,,,,1541.1,1541.1
7305968,2015,xc,10,6,,,932,1600,932
7305968,2015,tfo,10,2,,375.4,855.27,,375.4
7305968,2016,xc,11,9,,,,1445.4,1445.4
7305968,2017,xc,12,7,,,,1469.2,1469.2
7305971,2015,xc,9,8,,,894,1494.9,894
7305971,2015,tfo,9,2,173.85,363.3,,,173.85
7305971,2016,xc,10,6,,,,1499.6,1499.6
7305971,2016,tfo,10,3,175.55,352.1,,,175.55
7305971,2017,xc,11,8,,,,1432,1432
7305971,2017,tfo,11,3,165.66,351.11,803.77,,165.66
7305971,2018,xc,12,4,,,,1445.2,1445.2
7305971,2018,tfo,12,2,165.69,353.22,,,165.69
7305974,2015,xc,10,1,,,,1406,1406
7305977,2015,xc,9,8,,,772,1264.1,772
7305977,2015,tfo,9,4,151.93,301.15,688.7,,65.5
7305977,2016,xc,10,9,,,,1214.9,1214.9
7305977,2016,tfo,10,2,163,320.35,,,163
7305977,2017,xc,11,7,,,,1325.3,1325.3
7305982,2015,xc,12,5,,,,1354,1354
7305986,2015,xc,10,7,,,,1359.4,1359.4
7305986,2016,xc,11,7,,,848,1438.9,848
7305986,2017,xc,12,4,,,,1438.1,1438.1
7311711,2015,xc,9,1,,,627,,627
7311711,2017,tfo,11,2,157.16,,,,63.43
7311717,2015,xc,9,8,,,734,1203,734
7311717,2016,xc,10,8,,,,1226.5,1226.5
7311717,2017,xc,11,9,,,,1226.2,1226.2
7324256,2015,xc,9,6,,,817,1386,817
7324256,2015,tfo,9,1,,319.16,,,319.16
7324256,2016,xc,10,9,,,,1248.8,1248.8
7324256,2017,xc,11,8,,,,1304.3,1304.3
7324261,2015,xc,9,1,,,854,,854
7324265,2015,xc,9,6,,,,1245,1245
7324265,2015,tfo,9,5,152.67,,,,14.48
